Name n time comparisons vec_access
binarytree 812       0.000788 8587 1624
binarytree 813       0.000781 8600 1626
binarytree 814       0.000788 8598 1628
binarytree 815       0.000782 8557 1630
binarytree 816       0.000795 8628 1632
binarytree 817       0.000796 8647 1634
binarytree 818       0.000792 8640 1636
binarytree 819       0.000801 8680 1638
binarytree 820       0.000785 8639 1640
binarytree 821       0.000795 8630 1642
binarytree 822       0.000786 8761 1644
binarytree 823       0.000801 8656 1646
binarytree 824       0.000801 8804 1648
binarytree 825       0.000800 8782 1650
binarytree 826       0.000816 8736 1652
binarytree 827       0.000800 8768 1654
binarytree 828       0.000802 8770 1656
binarytree 829       0.000816 8778 1658
binarytree 830       0.000802 8862 1660
binarytree 831       0.000803 8806 1662
binarytree 832       0.000801 8801 1664
binarytree 833       0.000804 8918 1666
binarytree 834       0.000814 8929 1668
binarytree 835       0.000816 8992 1670
binarytree 836       0.000811 8800 1672
binarytree 837       0.000813 8861 1674
binarytree 838       0.000805 8871 1676
binarytree 839       0.000820 8880 1678
binarytree 840       0.000823 8894 1680
binarytree 841       0.000820 8993 1682
binarytree 842       0.000824 8924 1684
binarytree 843       0.000818 8934 1686
binarytree 844       0.000828 9014 1688
binarytree 845       0.000824 9007 1690
binarytree 846       0.000828 8985 1692
binarytree 847       0.000821 9038 1694
binarytree 848       0.000820 9105 1696
binarytree 849       0.000831 9013 1698
binarytree 850       0.000823 9065 1700
binarytree 851       0.000846 9158 1702
binarytree 852       0.000831 9052 1704
binarytree 853       0.000831 9151 1706
binarytree 854       0.000860 9073 1708
binarytree 855       0.000799 9107 1710
binarytree 856       0.000812 9131 1712
binarytree 857       0.000833 9197 1714
binarytree 858       0.000837 9157 1716
binarytree 859       0.000842 9136 1718
binarytree 860       0.000842 9160 1720
binarytree 861       0.000829 9225 1722
binarytree 862       0.000840 9268 1724
binarytree 863       0.000841 9273 1726
binarytree 864       0.000826 9204 1728
binarytree 865       0.000846 9259 1730
binarytree 866       0.000827 9367 1732
binarytree 867       0.000844 9348 1734
binarytree 868       0.000848 9312 1736
binarytree 869       0.000843 9202 1738
binarytree 870       0.000886 9325 1740
binarytree 871       0.000801 9301 1742
binarytree 872       0.000849 9308 1744
binarytree 873       0.000851 9358 1746
binarytree 874       0.000845 9347 1748
binarytree 875       0.000854 9400 1750
binarytree 876       0.000844 9328 1752
binarytree 877       0.000852 9441 1754
binarytree 878       0.000857 9394 1756
binarytree 879       0.000858 9408 1758
binarytree 880       0.000848 9470 1760
binarytree 881       0.000853 9416 1762
binarytree 882       0.000864 9432 1764
binarytree 883       0.000861 9503 1766
binarytree 884       0.000865 9551 1768
binarytree 885       0.000870 9456 1770
binarytree 886       0.000869 9569 1772
binarytree 887       0.000880 9657 1774
binarytree 888       0.000886 9533 1776
binarytree 889       0.000880 9543 1778
binarytree 890       0.000873 9678 1780
binarytree 891       0.000868 9609 1782
binarytree 892       0.000871 9593 1784
binarytree 893       0.000866 9688 1786
binarytree 894       0.000866 9601 1788
binarytree 895       0.000868 9706 1790
binarytree 896       0.000877 9614 1792
binarytree 897       0.000865 9680 1794
binarytree 898       0.000893 9673 1796
binarytree 899       0.000873 9735 1798
binarytree 900       0.000879 9567 1800
binarytree 901       0.000885 9624 1802
binarytree 902       0.000879 9706 1804
binarytree 903       0.000866 9759 1806
binarytree 904       0.000885 9771 1808
binarytree 905       0.000885 9814 1810
binarytree 906       0.000878 9760 1812
binarytree 907       0.000880 9729 1814
binarytree 908       0.000886 9805 1816
binarytree 909       0.000894 9788 1818
binarytree 910       0.000896 9870 1820
binarytree 911       0.000882 9794 1822
binarytree 912       0.000895 9926 1824
binarytree 913       0.000898 9795 1826
binarytree 914       0.000892 9728 1828
binarytree 915       0.000894 9850 1830
binarytree 916       0.000884 9912 1832
binarytree 917       0.000903 9888 1834
binarytree 918       0.000891 9958 1836
binarytree 919       0.000907 10017 1838
binarytree 920       0.000888 9949 1840
binarytree 921       0.000901 10026 1842
binarytree 922       0.000883 10002 1844
binarytree 923       0.000911 10050 1846
binarytree 924       0.000902 10120 1848
binarytree 925       0.000914 10027 1850
binarytree 926       0.000900 10158 1852
binarytree 927       0.000906 10118 1854
binarytree 928       0.000915 10076 1856
binarytree 929       0.000896 10037 1858
binarytree 930       0.000922 10033 1860
binarytree 931       0.000885 10112 1862
binarytree 932       0.000872 10136 1864
binarytree 933       0.000919 10125 1866
binarytree 934       0.000928 10274 1868
binarytree 935       0.000911 10210 1870
binarytree 936       0.000919 10163 1872
binarytree 937       0.000916 10149 1874
binarytree 938       0.000916 10170 1876
binarytree 939       0.000923 10144 1878
binarytree 940       0.000910 10251 1880
binarytree 941       0.000920 10252 1882
binarytree 942       0.000920 10239 1884
binarytree 943       0.000943 10299 1886
binarytree 944       0.000915 10189 1888
binarytree 945       0.000935 10285 1890
binarytree 946       0.000924 10206 1892
binarytree 947       0.000922 10314 1894
binarytree 948       0.000937 10420 1896
binarytree 949       0.000926 10287 1898
binarytree 950       0.000932 10288 1900
binarytree 951       0.000935 10440 1902
binarytree 952       0.000937 10386 1904
binarytree 953       0.000932 10344 1906
binarytree 954       0.000936 10441 1908
binarytree 955       0.000946 10431 1910
binarytree 956       0.000933 10541 1912
binarytree 957       0.000951 10469 1914
binarytree 958       0.000900 10464 1916
binarytree 959       0.000946 10515 1918
binarytree 960       0.000949 10493 1920
binarytree 961       0.000935 10465 1922
binarytree 962       0.000941 10399 1924
binarytree 963       0.000951 10412 1926
binarytree 964       0.000944 10449 1928
binarytree 965       0.000941 10526 1930
binarytree 966       0.000942 10533 1932
binarytree 967       0.000981 10579 1934
binarytree 968       0.000957 10579 1936
binarytree 969       0.000942 10528 1938
binarytree 970       0.000951 10567 1940
binarytree 971       0.000954 10626 1942
binarytree 972       0.000969 10697 1944
binarytree 973       0.000953 10616 1946
binarytree 974       0.000970 10783 1948
binarytree 975       0.000961 10623 1950
binarytree 976       0.000948 10695 1952
binarytree 977       0.000941 10686 1954
binarytree 978       0.000962 10711 1956
binarytree 979       0.000958 10816 1958
binarytree 980       0.000973 10786 1960
binarytree 981       0.000956 10713 1962
binarytree 982       0.000972 10814 1964
binarytree 983       0.000966 10696 1966
binarytree 984       0.000973 10794 1968
binarytree 985       0.000963 10748 1970
binarytree 986       0.000958 10751 1972
binarytree 987       0.000976 10812 1974
binarytree 988       0.000991 10820 1976
binarytree 989       0.000982 10855 1978
binarytree 990       0.000975 10817 1980
binarytree 991       0.000983 10897 1982
binarytree 992       0.000981 10833 1984
binarytree 993       0.000915 10925 1986
binarytree 994       0.000930 11017 1988
binarytree 995       0.000977 10961 1990
binarytree 996       0.000978 10992 1992
binarytree 997       0.000984 10970 1994
binarytree 998       0.000990 10972 1996
binarytree 999       0.000992 10990 1998
binarytree 1000      0.000983 11003 2000
